rating,guest,trip_type,length_of_stay,title,review,review_date,country,stay_date,review_year,review_month,stay_year,stay_month,stopword_text,lemmatized_text,tokenized_text,hotel,channel,room_type,sentiment
10,april,group,4,most wonderful!,i did get a massage at the spa onsite along with 3 friends who all agreed it was average absolutely everything was lovely and id say its the nicest place ive ever stayed will definitely go back the staff the grounds the room the location the included brekky the pools the yoga pavilion was all amazing,5/4/2023,australia,4/1/2023,2023,may,2023,april,get massage spa onsite along 3 friends agreed average absolutely everything lovely id say nicest place ive ever stayed definitely go back staff grounds room location included brekky pools yoga pavilion amazing,i did get a massage at the spa onsite along with 3 friend who all agreed it wa average absolutely everything wa lovely and id say it the nicest place ive ever stayed will definitely go back the staff the ground the room the location the included brekky the pool the yoga pavilion wa all amazing,"['i', 'did', 'get', 'a', 'massage', 'at', 'the', 'spa', 'onsite', 'along', 'with', '3', 'friends', 'who', 'all', 'agreed', 'it', 'was', 'average', 'absolutely', 'everything', 'was', 'lovely', 'and', 'id', 'say', 'its', 'the', 'nicest', 'place', 'ive', 'ever', 'stayed', 'will', 'definitely', 'go', 'back', 'the', 'staff', 'the', 'grounds', 'the', 'room', 'the', 'location', 'the', 'included', 'brekky', 'the', 'pools', 'the', 'yoga', 'pavilion', 'was', 'all', 'amazing']",adiwana unagi suites,booking.com,unagi suite,pos
8,andrea,couple,2,a gemm in ubud,"nothing staff extremely kind and helpful 
restaurant is definitely the best one in bali
structure is very nice good value for money",5/3/2023,italy,5/1/2023,2023,may,2023,may,nothing staff extremely kind helpful restaurant definitely best one bali structure nice good value money,nothing staff extremely kind and helpful restaurant is definitely the best one in bali structure is very nice good value for money,"['nothing', 'staff', 'extremely', 'kind', 'and', 'helpful', 'restaurant', 'is', 'definitely', 'the', 'best', 'one', 'in', 'bali', 'structure', 'is', 'very', 'nice', 'good', 'value', 'for', 'money']",adiwana unagi suites,booking.com,club room,pos
10,anna,couple,4,everything is perfect,nothing everything in this hotel was perfect the service is amazing,5/1/2023,united kingdom,4/1/2023,2023,may,2023,april,nothing everything hotel perfect service amazing,nothing everything in this hotel wa perfect the service is amazing,"['nothing', 'everything', 'in', 'this', 'hotel', 'was', 'perfect', 'the', 'service', 'is', 'amazing']",adiwana unagi suites,booking.com,club room,pos
10,jessica,couple,3,exceptional,no complaints breakfast was fantastic and the staff were amazing we want to specially thank neoman putra and gede they were amazing there was a little mishap but things got sorted in no time which we really appreciated beautiful place to stay would recommend,4/25/2023,united kingdom,4/1/2023,2023,april,2023,april,complaints breakfast fantastic staff amazing want specially thank neoman putra gede amazing little mishap things got sorted time really appreciated beautiful place stay would recommend,no complaint breakfast wa fantastic and the staff were amazing we want to specially thank neoman putra and gede they were amazing there wa a little mishap but thing got sorted in no time which we really appreciated beautiful place to stay would recommend,"['no', 'complaints', 'breakfast', 'was', 'fantastic', 'and', 'the', 'staff', 'were', 'amazing', 'we', 'want', 'to', 'specially', 'thank', 'neoman', 'putra', 'and', 'gede', 'they', 'were', 'amazing', 'there', 'was', 'a', 'little', 'mishap', 'but', 'things', 'got', 'sorted', 'in', 'no', 'time', 'which', 'we', 'really', 'appreciated', 'beautiful', 'place', 'to', 'stay', 'would', 'recommend']",adiwana unagi suites,booking.com,adiwana pool access,pos
8,genevieve,solo traveler,3,"place was fantastic, the food was great and the customer service was amazing.",even though the customer service was great i felt like the staff were in your face all the time the customer service was top notch,4/22/2023,ghana,4/1/2023,2023,april,2023,april,even though customer service great felt like staff face time customer service top notch,even though the customer service wa great i felt like the staff were in your face all the time the customer service wa top notch,"['even', 'though', 'the', 'customer', 'service', 'was', 'great', 'i', 'felt', 'like', 'the', 'staff', 'were', 'in', 'your', 'face', 'all', 'the', 'time', 'the', 'customer', 'service', 'was', 'top', 'notch']",adiwana unagi suites,booking.com,adiwana forest view,pos
9,charlotte,couple,3,incredibly nice stay,"the prices of food drink and massage treatments are quite steep and make you go elsewhere
the laundry service is very expensive to be honest down town we got it done for 16th of the price
the shuttle is very handy and essential because the walk to the town is very far we used it quite a few times however it doesnt run that often the staff was incredibly friendly and attentive the room impeccable clean and the food incl breakfast was of fantastic quality",4/20/2023,netherlands,4/1/2023,2023,april,2023,april,prices food drink massage treatments quite steep make go elsewhere laundry service expensive honest town got done 16th price shuttle handy essential walk town far used quite times however doesnt run often staff incredibly friendly attentive room impeccable clean food incl breakfast fantastic quality,the price of food drink and massage treatment are quite steep and make you go elsewhere the laundry service is very expensive to be honest down town we got it done for 16th of the price the shuttle is very handy and essential because the walk to the town is very far we used it quite a few time however it doesnt run that often the staff wa incredibly friendly and attentive the room impeccable clean and the food incl breakfast wa of fantastic quality,"['the', 'prices', 'of', 'food', 'drink', 'and', 'massage', 'treatments', 'are', 'quite', 'steep', 'and', 'make', 'you', 'go', 'elsewhere', 'the', 'laundry', 'service', 'is', 'very', 'expensive', 'to', 'be', 'honest', 'down', 'town', 'we', 'got', 'it', 'done', 'for', '16th', 'of', 'the', 'price', 'the', 'shuttle', 'is', 'very', 'handy', 'and', 'essential', 'because', 'the', 'walk', 'to', 'the', 'town', 'is', 'very', 'far', 'we', 'used', 'it', 'quite', 'a', 'few', 'times', 'however', 'it', 'doesnt', 'run', 'that', 'often', 'the', 'staff', 'was', 'incredibly', 'friendly', 'and', 'attentive', 'the', 'room', 'impeccable', 'clean', 'and', 'the', 'food', 'incl', 'breakfast', 'was', 'of', 'fantastic', 'quality']",adiwana unagi suites,booking.com,club room,pos
10,sylwia,couple,5,the best stay in bali,all was perfect everything was perfect amazing location and staff superior rooms,4/20/2023,germany,3/1/2023,2023,april,2023,march,perfect everything perfect amazing location staff superior rooms,all wa perfect everything wa perfect amazing location and staff superior room,"['all', 'was', 'perfect', 'everything', 'was', 'perfect', 'amazing', 'location', 'and', 'staff', 'superior', 'rooms']",adiwana unagi suites,booking.com,club room,pos
10,jacinta,couple,3,can’t wait to return 💯🤩,french toast was not french toast only complaint  everything was sensational,4/19/2023,united kingdom,3/1/2023,2023,april,2023,march,french toast french toast complaint everything sensational,french toast wa not french toast only complaint everything wa sensational,"['french', 'toast', 'was', 'not', 'french', 'toast', 'only', 'complaint', 'everything', 'was', 'sensational']",adiwana unagi suites,booking.com,one-bedroom villa with private pool,neg
8,jaycee,group,3,very good,better coffee breakfast option was good staff was attentive selection of coffee can be improved,4/18/2023,singapore,4/1/2023,2023,april,2023,april,better coffee breakfast option good staff attentive selection coffee improved,better coffee breakfast option wa good staff wa attentive selection of coffee can be improved,"['better', 'coffee', 'breakfast', 'option', 'was', 'good', 'staff', 'was', 'attentive', 'selection', 'of', 'coffee', 'can', 'be', 'improved']",adiwana unagi suites,booking.com,club room,pos
10,jessica,couple,2,can highly recommend,nothing everything was great incredibly friendly and helpful staff absolutely exceptional very nice hotel quite super clear beautiful and comfy rooms,4/11/2023,germany,4/1/2023,2023,april,2023,april,nothing everything great incredibly friendly helpful staff absolutely exceptional nice hotel quite super clear beautiful comfy rooms,nothing everything wa great incredibly friendly and helpful staff absolutely exceptional very nice hotel quite super clear beautiful and comfy room,"['nothing', 'everything', 'was', 'great', 'incredibly', 'friendly', 'and', 'helpful', 'staff', 'absolutely', 'exceptional', 'very', 'nice', 'hotel', 'quite', 'super', 'clear', 'beautiful', 'and', 'comfy', 'rooms']",adiwana unagi suites,booking.com,adiwana pool access,pos
9,nora,couple,3,great experience,none beautiful lobby nice n clean room love the pool authentic feel n chill atmosphere,4/9/2023,taiwan,4/1/2023,2023,april,2023,april,none beautiful lobby nice n clean room love pool authentic feel n chill atmosphere,none beautiful lobby nice n clean room love the pool authentic feel n chill atmosphere,"['none', 'beautiful', 'lobby', 'nice', 'n', 'clean', 'room', 'love', 'the', 'pool', 'authentic', 'feel', 'n', 'chill', 'atmosphere']",adiwana unagi suites,booking.com,adiwana pool access,pos
8,bria,couple,6,"good base for ubud, friendly staff","the pool didnt get any sunlight until later in the evening which wasnt ideal for spending time there 
there were few gluten free options on the menu 
some areas of the hotel looked like they could be updated the staff were super friendly and the food was really good in the restaurant the shuttle to the centre was very handy for getting about ubud",4/7/2023,ireland,3/1/2023,2023,april,2023,march,pool didnt get sunlight later evening wasnt ideal spending time gluten free options menu areas hotel looked like could updated staff super friendly food really good restaurant shuttle centre handy getting ubud,the pool didnt get any sunlight until later in the evening which wasnt ideal for spending time there there were few gluten free option on the menu some area of the hotel looked like they could be updated the staff were super friendly and the food wa really good in the restaurant the shuttle to the centre wa very handy for getting about ubud,"['the', 'pool', 'didnt', 'get', 'any', 'sunlight', 'until', 'later', 'in', 'the', 'evening', 'which', 'wasnt', 'ideal', 'for', 'spending', 'time', 'there', 'there', 'were', 'few', 'gluten', 'free', 'options', 'on', 'the', 'menu', 'some', 'areas', 'of', 'the', 'hotel', 'looked', 'like', 'they', 'could', 'be', 'updated', 'the', 'staff', 'were', 'super', 'friendly', 'and', 'the', 'food', 'was', 'really', 'good', 'in', 'the', 'restaurant', 'the', 'shuttle', 'to', 'the', 'centre', 'was', 'very', 'handy', 'for', 'getting', 'about', 'ubud']",adiwana unagi suites,booking.com,adiwana forest view,pos
10,aoife,couple,3,didn’t want to leave..,we only have one very small complaint that the breakfast could have been better but we loved our stay here so much this is such a beautiful resort we stayed in a club room which was amazing so much space and the facilities are excellent the staff are soooooo friendly and made our stay we didnt want to leave at the end and will definitely return we found the location perfect as you are about 510 min drive from the centre very peaceful area,4/6/2023,australia,4/1/2023,2023,april,2023,april,one small complaint breakfast could better loved stay much beautiful resort stayed club room amazing much space facilities excellent staff soooooo friendly made stay didnt want leave end definitely return found location perfect 510 min drive centre peaceful area,we only have one very small complaint that the breakfast could have been better but we loved our stay here so much this is such a beautiful resort we stayed in a club room which wa amazing so much space and the facility are excellent the staff are soooooo friendly and made our stay we didnt want to leave at the end and will definitely return we found the location perfect a you are about 510 min drive from the centre very peaceful area,"['we', 'only', 'have', 'one', 'very', 'small', 'complaint', 'that', 'the', 'breakfast', 'could', 'have', 'been', 'better', 'but', 'we', 'loved', 'our', 'stay', 'here', 'so', 'much', 'this', 'is', 'such', 'a', 'beautiful', 'resort', 'we', 'stayed', 'in', 'a', 'club', 'room', 'which', 'was', 'amazing', 'so', 'much', 'space', 'and', 'the', 'facilities', 'are', 'excellent', 'the', 'staff', 'are', 'soooooo', 'friendly', 'and', 'made', 'our', 'stay', 'we', 'didnt', 'want', 'to', 'leave', 'at', 'the', 'end', 'and', 'will', 'definitely', 'return', 'we', 'found', 'the', 'location', 'perfect', 'as', 'you', 'are', 'about', '510', 'min', 'drive', 'from', 'the', 'centre', 'very', 'peaceful', 'area']",adiwana unagi suites,booking.com,club room,pos
10,fanni,couple,6,the hotel exceeded my expectations with its exceptional service., i recently had the pleasure of staying at an absolutely fantastic hotel from the moment i walked in i was blown away by the stunning decor and impeccable attention to detail the staff were incredibly friendly and helpful making sure that my stay was as comfortable as possible the room was spacious clean and modern equipped with all the amenities one could ask for the pool was topnotch and made my stay even more enjoyable overall i couldnt recommend this hotel highly enough  it truly exceeded all my expectations,3/27/2023,hungary,3/1/2023,2023,march,2023,march,recently pleasure staying absolutely fantastic hotel moment walked blown away stunning decor impeccable attention detail staff incredibly friendly helpful making sure stay comfortable possible room spacious clean modern equipped amenities one could ask pool topnotch made stay even enjoyable overall couldnt recommend hotel highly enough truly exceeded expectations,i recently had the pleasure of staying at an absolutely fantastic hotel from the moment i walked in i wa blown away by the stunning decor and impeccable attention to detail the staff were incredibly friendly and helpful making sure that my stay wa a comfortable a possible the room wa spacious clean and modern equipped with all the amenity one could ask for the pool wa topnotch and made my stay even more enjoyable overall i couldnt recommend this hotel highly enough it truly exceeded all my expectation,"['i', 'recently', 'had', 'the', 'pleasure', 'of', 'staying', 'at', 'an', 'absolutely', 'fantastic', 'hotel', 'from', 'the', 'moment', 'i', 'walked', 'in', 'i', 'was', 'blown', 'away', 'by', 'the', 'stunning', 'decor', 'and', 'impeccable', 'attention', 'to', 'detail', 'the', 'staff', 'were', 'incredibly', 'friendly', 'and', 'helpful', 'making', 'sure', 'that', 'my', 'stay', 'was', 'as', 'comfortable', 'as', 'possible', 'the', 'room', 'was', 'spacious', 'clean', 'and', 'modern', 'equipped', 'with', 'all', 'the', 'amenities', 'one', 'could', 'ask', 'for', 'the', 'pool', 'was', 'topnotch', 'and', 'made', 'my', 'stay', 'even', 'more', 'enjoyable', 'overall', 'i', 'couldnt', 'recommend', 'this', 'hotel', 'highly', 'enough', 'it', 'truly', 'exceeded', 'all', 'my', 'expectations']",adiwana unagi suites,booking.com,adiwana forest view,pos
10,michał,couple,8,heaven on earth, the staff are probably the nicest people weve ever met the hotel restaurant is 1 on tripadvisor in ubud and it absolutely lived up to the expectations if possible take the option with breakfast as it was divine say hi to nyoman from michael and gabriela ,3/18/2023,poland,3/1/2023,2023,march,2023,march,staff probably nicest people weve ever met hotel restaurant 1 tripadvisor ubud absolutely lived expectations possible take option breakfast divine say hi nyoman michael gabriela,the staff are probably the nicest people weve ever met the hotel restaurant is 1 on tripadvisor in ubud and it absolutely lived up to the expectation if possible take the option with breakfast a it wa divine say hi to nyoman from michael and gabriela,"['the', 'staff', 'are', 'probably', 'the', 'nicest', 'people', 'weve', 'ever', 'met', 'the', 'hotel', 'restaurant', 'is', '1', 'on', 'tripadvisor', 'in', 'ubud', 'and', 'it', 'absolutely', 'lived', 'up', 'to', 'the', 'expectations', 'if', 'possible', 'take', 'the', 'option', 'with', 'breakfast', 'as', 'it', 'was', 'divine', 'say', 'hi', 'to', 'nyoman', 'from', 'michael', 'and', 'gabriela']",adiwana unagi suites,booking.com,club room,pos
9,natalia,couple,5,very relaxing and comfortable.,"the spa rooms need refreshment
no gym exceptional customer service and comfort
great breakfast  offers vegan  gluten free options 
beautiful hotel design 
complementary yoga class and shuttle to the town",3/14/2023,united kingdom,3/1/2023,2023,march,2023,march,spa rooms need refreshment gym exceptional customer service comfort great breakfast offers vegan gluten free options beautiful hotel design complementary yoga class shuttle town,the spa room need refreshment no gym exceptional customer service and comfort great breakfast offer vegan gluten free option beautiful hotel design complementary yoga class and shuttle to the town,"['the', 'spa', 'rooms', 'need', 'refreshment', 'no', 'gym', 'exceptional', 'customer', 'service', 'and', 'comfort', 'great', 'breakfast', 'offers', 'vegan', 'gluten', 'free', 'options', 'beautiful', 'hotel', 'design', 'complementary', 'yoga', 'class', 'and', 'shuttle', 'to', 'the', 'town']",adiwana unagi suites,booking.com,one-bedroom villa with private pool,pos
10,mariana,family,6,our family had a very good stay!,for the breakfast was included only one meal the location is beautiful the stuff very friendly quality services good restaurant and the most important no mosquitos amd insects due to the disinsectisation they make,3/12/2023,romania,3/1/2023,2023,march,2023,march,breakfast included one meal location beautiful stuff friendly quality services good restaurant important mosquitos amd insects due disinsectisation make,for the breakfast wa included only one meal the location is beautiful the stuff very friendly quality service good restaurant and the most important no mosquito amd insect due to the disinsectisation they make,"['for', 'the', 'breakfast', 'was', 'included', 'only', 'one', 'meal', 'the', 'location', 'is', 'beautiful', 'the', 'stuff', 'very', 'friendly', 'quality', 'services', 'good', 'restaurant', 'and', 'the', 'most', 'important', 'no', 'mosquitos', 'amd', 'insects', 'due', 'to', 'the', 'disinsectisation', 'they', 'make']",adiwana unagi suites,booking.com,adiwana pool access,pos
10,kevin,couple,4,a wonderful location which makes you feel like you are a part of the adiwana unagi suites family.,"everything was outstanding my wife and i really enjoyed adiwana unagi suites from the comfort of the rooms to the amazing staff our stay was well above expectations we would like to thank the entire staff at adiwana unagi suites for their amazing and professional service throughout our stay i would like to send a special thank you to ayu gede gusti and the rest of the adiwana unagi suites family for making our stay and unforgettable experience

regards

kevin  lisa",3/7/2023,united arab emirates,2/1/2023,2023,march,2023,february,everything outstanding wife really enjoyed adiwana unagi suites comfort rooms amazing staff stay well expectations would like thank entire staff adiwana unagi suites amazing professional service throughout stay would like send special thank ayu gede gusti rest adiwana unagi suites family making stay unforgettable experience regards kevin lisa,everything wa outstanding my wife and i really enjoyed adiwana unagi suite from the comfort of the room to the amazing staff our stay wa well above expectation we would like to thank the entire staff at adiwana unagi suite for their amazing and professional service throughout our stay i would like to send a special thank you to ayu gede gusti and the rest of the adiwana unagi suite family for making our stay and unforgettable experience regard kevin lisa,"['everything', 'was', 'outstanding', 'my', 'wife', 'and', 'i', 'really', 'enjoyed', 'adiwana', 'unagi', 'suites', 'from', 'the', 'comfort', 'of', 'the', 'rooms', 'to', 'the', 'amazing', 'staff', 'our', 'stay', 'was', 'well', 'above', 'expectations', 'we', 'would', 'like', 'to', 'thank', 'the', 'entire', 'staff', 'at', 'adiwana', 'unagi', 'suites', 'for', 'their', 'amazing', 'and', 'professional', 'service', 'throughout', 'our', 'stay', 'i', 'would', 'like', 'to', 'send', 'a', 'special', 'thank', 'you', 'to', 'ayu', 'gede', 'gusti', 'and', 'the', 'rest', 'of', 'the', 'adiwana', 'unagi', 'suites', 'family', 'for', 'making', 'our', 'stay', 'and', 'unforgettable', 'experience', 'regards', 'kevin', 'lisa']",adiwana unagi suites,booking.com,adiwana pool access,pos
9,indrė,couple,2,wonderful,connecting doors in room which reduce a privacy and isolation as well last day i have noticed that the pillowcases were not so clean with yellow spots staff was very friendly and taking care of each step definitely 10 points for them breakfast was normal quite many options,3/7/2023,lithuania,3/1/2023,2023,march,2023,march,connecting doors room reduce privacy isolation well last day noticed pillowcases clean yellow spots staff friendly taking care step definitely 10 points breakfast normal quite many options,connecting door in room which reduce a privacy and isolation a well last day i have noticed that the pillowcase were not so clean with yellow spot staff wa very friendly and taking care of each step definitely 10 point for them breakfast wa normal quite many option,"['connecting', 'doors', 'in', 'room', 'which', 'reduce', 'a', 'privacy', 'and', 'isolation', 'as', 'well', 'last', 'day', 'i', 'have', 'noticed', 'that', 'the', 'pillowcases', 'were', 'not', 'so', 'clean', 'with', 'yellow', 'spots', 'staff', 'was', 'very', 'friendly', 'and', 'taking', 'care', 'of', 'each', 'step', 'definitely', '10', 'points', 'for', 'them', 'breakfast', 'was', 'normal', 'quite', 'many', 'options']",adiwana unagi suites,booking.com,adiwana forest view,pos
10,jasiek,couple,3,wouldn't trade for any other place around ubud,"the totally unnecessary tv in your room was turning on automatically upon entry which was disrupting the otherwise blessed zen like ambience 
officially the pool closes already at 7pm which is a bit of a downer but we havent really tested it so who knows  the space around the otherwise stunning pool allows only for a few couples to enjoy sunbeds where do i begin  first and foremost the attention to every single guest following through with every point of your itinerary and needs great breakfast options and great dinner menu too often with live music at night room brought up to scratch every single day cookie plate refilled topped it really every guest gets a goodbye gift which makes a lasting impression
when youre looking for a driver  guide ask for esa  he does an amazing job",3/6/2023,switzerland,3/1/2023,2023,march,2023,march,totally unnecessary tv room turning automatically upon entry disrupting otherwise blessed zen like ambience officially pool closes already 7pm bit downer havent really tested knows space around otherwise stunning pool allows couples enjoy sunbeds begin first foremost attention every single guest following every point itinerary needs great breakfast options great dinner menu often live music night room brought scratch every single day cookie plate refilled topped really every guest gets goodbye gift makes lasting impression youre looking driver guide ask esa amazing job,the totally unnecessary tv in your room wa turning on automatically upon entry which wa disrupting the otherwise blessed zen like ambience officially the pool close already at 7pm which is a bit of a downer but we havent really tested it so who know the space around the otherwise stunning pool allows only for a few couple to enjoy sunbeds where do i begin first and foremost the attention to every single guest following through with every point of your itinerary and need great breakfast option and great dinner menu too often with live music at night room brought up to scratch every single day cookie plate refilled topped it really every guest get a goodbye gift which make a lasting impression when youre looking for a driver guide ask for esa he doe an amazing job,"['the', 'totally', 'unnecessary', 'tv', 'in', 'your', 'room', 'was', 'turning', 'on', 'automatically', 'upon', 'entry', 'which', 'was', 'disrupting', 'the', 'otherwise', 'blessed', 'zen', 'like', 'ambience', 'officially', 'the', 'pool', 'closes', 'already', 'at', '7pm', 'which', 'is', 'a', 'bit', 'of', 'a', 'downer', 'but', 'we', 'havent', 'really', 'tested', 'it', 'so', 'who', 'knows', 'the', 'space', 'around', 'the', 'otherwise', 'stunning', 'pool', 'allows', 'only', 'for', 'a', 'few', 'couples', 'to', 'enjoy', 'sunbeds', 'where', 'do', 'i', 'begin', 'first', 'and', 'foremost', 'the', 'attention', 'to', 'every', 'single', 'guest', 'following', 'through', 'with', 'every', 'point', 'of', 'your', 'itinerary', 'and', 'needs', 'great', 'breakfast', 'options', 'and', 'great', 'dinner', 'menu', 'too', 'often', 'with', 'live', 'music', 'at', 'night', 'room', 'brought', 'up', 'to', 'scratch', 'every', 'single', 'day', 'cookie', 'plate', 'refilled', 'topped', 'it', 'really', 'every', 'guest', 'gets', 'a', 'goodbye', 'gift', 'which', 'makes', 'a', 'lasting', 'impression', 'when', 'youre', 'looking', 'for', 'a', 'driver', 'guide', 'ask', 'for', 'esa', 'he', 'does', 'an', 'amazing', 'job']",adiwana unagi suites,booking.com,adiwana forest view,pos
10,reaz,couple,7,can’t wait to come back soon,friendliness staffs and location,2/14/2023,united states of america,2/1/2023,2023,february,2023,february,friendliness staffs location,friendliness staff and location,"['friendliness', 'staffs', 'and', 'location']",adiwana unagi suites,booking.com,club room,pos
10,jannick,family,1,incredible stay in ubud!,the tv would sometimes cut off the sound me and my mom stayed 1 night at this beautiful hotel in ubud and had an amazing experience the hotel staff were incredibly friendly and gave us a warm welcome with some tasty welcome drinks the room looked exactly like the pictures and had been maintained very well no moldy smell or leakages the view from the spacious balcony was incredible looking over the forest and down to the infinity pool we utilized their spa which was such a relaxing experience the breakfast was already including the price and there were so many options to choose from we had such a lovely time here and would definitely recommend others to stay here as well ,2/5/2023,netherlands,2/1/2023,2023,february,2023,february,tv would sometimes cut sound mom stayed 1 night beautiful hotel ubud amazing experience hotel staff incredibly friendly gave us warm welcome tasty welcome drinks room looked exactly like pictures maintained well moldy smell leakages view spacious balcony incredible looking forest infinity pool utilized spa relaxing experience breakfast already including price many options choose lovely time would definitely recommend others stay well,the tv would sometimes cut off the sound me and my mom stayed 1 night at this beautiful hotel in ubud and had an amazing experience the hotel staff were incredibly friendly and gave u a warm welcome with some tasty welcome drink the room looked exactly like the picture and had been maintained very well no moldy smell or leakage the view from the spacious balcony wa incredible looking over the forest and down to the infinity pool we utilized their spa which wa such a relaxing experience the breakfast wa already including the price and there were so many option to choose from we had such a lovely time here and would definitely recommend others to stay here a well,"['the', 'tv', 'would', 'sometimes', 'cut', 'off', 'the', 'sound', 'me', 'and', 'my', 'mom', 'stayed', '1', 'night', 'at', 'this', 'beautiful', 'hotel', 'in', 'ubud', 'and', 'had', 'an', 'amazing', 'experience', 'the', 'hotel', 'staff', 'were', 'incredibly', 'friendly', 'and', 'gave', 'us', 'a', 'warm', 'welcome', 'with', 'some', 'tasty', 'welcome', 'drinks', 'the', 'room', 'looked', 'exactly', 'like', 'the', 'pictures', 'and', 'had', 'been', 'maintained', 'very', 'well', 'no', 'moldy', 'smell', 'or', 'leakages', 'the', 'view', 'from', 'the', 'spacious', 'balcony', 'was', 'incredible', 'looking', 'over', 'the', 'forest', 'and', 'down', 'to', 'the', 'infinity', 'pool', 'we', 'utilized', 'their', 'spa', 'which', 'was', 'such', 'a', 'relaxing', 'experience', 'the', 'breakfast', 'was', 'already', 'including', 'the', 'price', 'and', 'there', 'were', 'so', 'many', 'options', 'to', 'choose', 'from', 'we', 'had', 'such', 'a', 'lovely', 'time', 'here', 'and', 'would', 'definitely', 'recommend', 'others', 'to', 'stay', 'here', 'as', 'well']",adiwana unagi suites,booking.com,adiwana forest view,pos
8,bogdan,couple,7,"interesting property, but very expensive for what it offers","the rooms are very expensive taking into account what they offer i booked pool view room but i barely could find a spot at the pool because its very busy in the sunny days the pillows are pretty uncomfortable very tall and the bathroom smelled very bad and thats not ok because bathroom is an appendix to the room
the breakfast is not very delicious the property is pretty spectacular and its a oasis with the balinese nature the pool looks very nice probably the most important thing is that the staff is very responsive to all the requests",1/30/2023,romania,1/1/2023,2023,january,2023,january,rooms expensive taking account offer booked pool view room barely could find spot pool busy sunny days pillows pretty uncomfortable tall bathroom smelled bad thats ok bathroom appendix room breakfast delicious property pretty spectacular oasis balinese nature pool looks nice probably important thing staff responsive requests,the room are very expensive taking into account what they offer i booked pool view room but i barely could find a spot at the pool because it very busy in the sunny day the pillow are pretty uncomfortable very tall and the bathroom smelled very bad and thats not ok because bathroom is an appendix to the room the breakfast is not very delicious the property is pretty spectacular and it a oasis with the balinese nature the pool look very nice probably the most important thing is that the staff is very responsive to all the request,"['the', 'rooms', 'are', 'very', 'expensive', 'taking', 'into', 'account', 'what', 'they', 'offer', 'i', 'booked', 'pool', 'view', 'room', 'but', 'i', 'barely', 'could', 'find', 'a', 'spot', 'at', 'the', 'pool', 'because', 'its', 'very', 'busy', 'in', 'the', 'sunny', 'days', 'the', 'pillows', 'are', 'pretty', 'uncomfortable', 'very', 'tall', 'and', 'the', 'bathroom', 'smelled', 'very', 'bad', 'and', 'thats', 'not', 'ok', 'because', 'bathroom', 'is', 'an', 'appendix', 'to', 'the', 'room', 'the', 'breakfast', 'is', 'not', 'very', 'delicious', 'the', 'property', 'is', 'pretty', 'spectacular', 'and', 'its', 'a', 'oasis', 'with', 'the', 'balinese', 'nature', 'the', 'pool', 'looks', 'very', 'nice', 'probably', 'the', 'most', 'important', 'thing', 'is', 'that', 'the', 'staff', 'is', 'very', 'responsive', 'to', 'all', 'the', 'requests']",adiwana unagi suites,booking.com,adiwana pool access,pos
10,emel,couple,3,"comfortable, chic, chill and friendly place","location was not the best not very far from the center it is 2025 minutes walk but the problem is road is not walkable and no lights on the road in the evening 
so it would be nice if they could increase the frequency of the shuttle 
hotel is so nice that the rest is not a huge problem staff were amazing super helpful super kind everything was perfect clean design of the room bathroom pool etc were very pretty it was very comfortable and makes it easier to have a peaceful holiday i would definitely come again",1/23/2023,turkey,1/1/2023,2023,january,2023,january,location best far center 2025 minutes walk problem road walkable lights road evening would nice could increase frequency shuttle hotel nice rest huge problem staff amazing super helpful super kind everything perfect clean design room bathroom pool etc pretty comfortable makes easier peaceful holiday would definitely come,location wa not the best not very far from the center it is 2025 minute walk but the problem is road is not walkable and no light on the road in the evening so it would be nice if they could increase the frequency of the shuttle hotel is so nice that the rest is not a huge problem staff were amazing super helpful super kind everything wa perfect clean design of the room bathroom pool etc were very pretty it wa very comfortable and make it easier to have a peaceful holiday i would definitely come again,"['location', 'was', 'not', 'the', 'best', 'not', 'very', 'far', 'from', 'the', 'center', 'it', 'is', '2025', 'minutes', 'walk', 'but', 'the', 'problem', 'is', 'road', 'is', 'not', 'walkable', 'and', 'no', 'lights', 'on', 'the', 'road', 'in', 'the', 'evening', 'so', 'it', 'would', 'be', 'nice', 'if', 'they', 'could', 'increase', 'the', 'frequency', 'of', 'the', 'shuttle', 'hotel', 'is', 'so', 'nice', 'that', 'the', 'rest', 'is', 'not', 'a', 'huge', 'problem', 'staff', 'were', 'amazing', 'super', 'helpful', 'super', 'kind', 'everything', 'was', 'perfect', 'clean', 'design', 'of', 'the', 'room', 'bathroom', 'pool', 'etc', 'were', 'very', 'pretty', 'it', 'was', 'very', 'comfortable', 'and', 'makes', 'it', 'easier', 'to', 'have', 'a', 'peaceful', 'holiday', 'i', 'would', 'definitely', 'come', 'again']",adiwana unagi suites,booking.com,club room,pos
10,catherine,couple,9,wonderful and relaxing. great food and friendly staff,"expensive to get a taxi from the property the hospitable staff
the pool
the garden
shuttle bus service",1/22/2023,australia,1/1/2023,2023,january,2023,january,expensive get taxi property hospitable staff pool garden shuttle bus service,expensive to get a taxi from the property the hospitable staff the pool the garden shuttle bus service,"['expensive', 'to', 'get', 'a', 'taxi', 'from', 'the', 'property', 'the', 'hospitable', 'staff', 'the', 'pool', 'the', 'garden', 'shuttle', 'bus', 'service']",adiwana unagi suites,booking.com,adiwana forest view,pos
